,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129
feature_32,0.07628396651151878,0.09289267900776904,0.11514763900570613,0.12108794960859437,0.07428679232794862,0.04735432432147446,0.2501101526766216,0.2728029742560617,0.12599714318678246,0.15603272742656438,0.39056252946489095,0.42822167668359506,0.30383838144648284,0.3388133733237086,0.17124307024203247,0.20512132182090428,-0.49509410768390666,-0.5373785384798959,-0.5206463509482716,-0.5863366451779352,-0.5232287504466628,-0.5169692807550411,-0.5399402540417267,-0.5865865103649193,-0.5505319960293219,-0.6033069232407063,0.7869960175403762,0.8825867950740597,0.6576855311329112,0.7373056872921506,0.9078627424658284,1.0,0.8215516587847927,0.8931228508624031,0.7231726743328633,0.7924710786700111,-0.47223353595855133,-0.5132599865666515,0.6182539284429679,0.6959888007770865,-0.0410660025572615,0.02915249499397334,-0.009826274450450334,0.0022240790121247464,-0.03170424185788799,0.0034417958569377973,0.02550689314337547,0.018502578410363197,0.016702780126707933,-0.003983622041116109,0.0011429945492230202,-0.03213602873208088,0.07709864776085745,0.08476709687289274,0.012297997542527845,0.012353835912029397,0.013987581888634101,0.018359274923989397,0.016257990819200395,0.017610315348149497,0.017961185148852945,0.005854240465149444,0.006245028346115871,0.004312098011492674,-0.03746384903912377,-0.027810529335882777,0.013995309186402419,0.012964229026649506,0.08734869651139568,0.0786098820779581,0.1078756639123271,0.08728535264445021,0.42582440314334064,0.15497826313334487,0.27063969358619716,0.3894235341547355,0.014538023063770548,0.0797590285990288,0.3373656198828753,0.12462239721845424,0.2225899408503255,0.29243322741005834,0.01303576389576671,0.04360968778561911,0.40168389291643697,0.09392434229932572,0.22268413975890203,0.3498835102214334,0.007431769095228936,0.008008530544276889,0.35293392930744005,0.06096697889993262,0.14450072592416466,0.24980698437353077,-0.028578613311845177,-0.021797051053828478,-0.3341180203022862,-0.06900715220184243,-0.13132091930861897,-0.2545313635804936,0.0013047285287303733,-0.060016685002550335,-0.26365792631294294,-0.07238530556187683,-0.12997677828895823,-0.24441622223070542,-0.03565157077425115,0.017931078356748738,0.05993233479275155,0.026700198315608548,0.042220577284945986,0.05984370846606859,0.005150198723139587,-0.023503022060623307,0.02602043509108589,-0.007026037683631236,0.007966001753263315,0.021262001876084048,-0.031138407162312424,0.04079569597192088,0.020460526443083882,0.0592926906237616,0.05534522931694538,0.04488690508928409,0.031214151567323014,0.0505746632604974,0.041348725703108435,0.05554723208533367,0.05037861517272171
feature_33,0.14625564743263242,0.11384930520477722,0.09766308053687957,0.07858799317413116,0.0849693467608168,0.04042137231688295,0.1869615674198647,0.1595731011994781,0.2164353755887257,0.18554943865533316,0.2643969702212747,0.23131092964005678,0.36900593387232367,0.33391106309073076,0.2717272453543564,0.24068833121589084,-0.5820001357563024,-0.5241603907647527,-0.6084480279655938,-0.5684889011251755,-0.6065119651045533,-0.498914703456804,-0.6043951150015049,-0.5477587901572482,-0.6294964125996952,-0.5733040837088832,0.7959127902175099,0.7296152526859889,0.8337285179022959,0.7544573425805153,0.8988162476378488,0.8215516587847927,1.0,0.8966341019744186,0.8963971504490723,0.8071615224368023,-0.5616156994163755,-0.5095254417938481,0.6760588511134135,0.6255651740231034,-0.07107742368280227,0.10635804452837865,0.0848534324795036,0.01476489283581062,-0.02889593143804666,0.03305598670815501,0.08832756501433853,0.04558352824873869,0.018079555386966862,-9.761488289143916e-05,-0.01658770594397656,-0.036096743567430006,0.15743247020463935,0.08658271291439142,0.026449998866150383,0.021455515624140872,0.027847545630518184,0.03284192966753173,0.030647376090144653,0.01772470093326806,0.017994202894124456,-0.00021315186007595758,0.0005778951734709167,-0.004086198959790057,-0.044725168421200175,-0.03526241632406181,0.016074188615142124,0.014428016385597204,0.15285884046742595,0.07630351272818268,0.11732348122328058,0.09616376550770561,0.47288287555949726,0.17393477602853868,0.2978977525441826,0.43057283598968715,0.00870040109249598,0.08538976194876462,0.37394811116664656,0.13568460443749036,0.24096015121234668,0.3214288925961782,0.007783438442755337,0.06600663657524873,0.43627946960197256,0.11924013244436922,0.2570237575340521,0.38419548528438496,0.025365573530585283,0.023099089988516,0.3798751431567917,0.07757479692803818,0.16164643398609777,0.2702172742812904,-0.01806598764381326,-0.010401946710875956,-0.37062250226046334,-0.06704871151418225,-0.13694976187367558,-0.2832615813734223,0.01889050341676868,-0.05638610118269146,-0.29157780245926945,-0.07588591081015193,-0.14093696307663325,-0.2696745491071114,-0.025843437542029973,0.03516676761437293,0.05938854524371861,0.041569222935049256,0.053045571064616215,0.06150818511735381,0.022808569707543438,-0.013416953113892328,0.025371247243351467,-0.0008747690962871268,0.01195678921424499,0.020223676054367836,-0.020514759765135247,0.11480733906627741,0.009896440451932324,0.13515920715799712,0.04782235849950485,0.1211480379049158,0.02024948700418989,0.12511048398978006,0.029796642789148297,0.13094576390667703,0.04101109166253299
feature_34,0.11509082794441472,0.14134276203502935,0.07581989412592921,0.07862709030709238,0.040962802886765085,0.016405333849851055,0.16059684772875873,0.1788125103586677,0.17571291299364114,0.22201597884288365,0.23740545772850882,0.26620310143731174,0.3370559443974905,0.39471660308471174,0.23454413962233003,0.28452365996552287,-0.49899903927060524,-0.5475111188548797,-0.521476657605963,-0.5947771938738571,-0.5308855472761126,-0.5341546588341639,-0.5272462351085171,-0.5796771538938953,-0.5434558130418273,-0.6034782486673022,0.6832727080009137,0.7792570947641374,0.7105367289699049,0.8084125584722224,0.7976760876575368,0.8931228508624031,0.8966341019744186,1.0,0.782812361348532,0.8777684603656599,-0.4672673095024672,-0.5146931981616488,0.5586890156661306,0.6384852997992826,-0.047082314963026166,0.029899987922396894,-0.015172018463105515,0.012013717905454222,-0.02883372662041359,0.00810595932297659,0.02956546774417234,0.023185285099345157,0.021860035982411027,0.0018267610877219663,0.005068567622454304,-0.03576217814410583,0.09940961320420784,0.12156858790536625,0.016525465791685786,0.019615624061550638,0.019476908535808163,0.025927248732894745,0.026998601284701048,0.01844946825438231,0.01885192417330346,1.6041240672549792e-05,0.00046573128187114707,-0.006400623439718825,-0.04976227512038853,-0.04014531778767526,0.009959879285679069,0.008542290248309147,0.1187310185568396,0.11688629629819601,0.14974762366083277,0.1055665539946341,0.45928944381693965,0.17931283429352596,0.29936438583171604,0.4221365648574904,0.02397992750813537,0.09098659688018726,0.3480482222628178,0.1374610943089762,0.23572318567900868,0.30429208803814617,0.01903823797671205,0.06904000143056202,0.4308469086513315,0.12768880195067925,0.2661891718478742,0.3853279619258462,0.011170337096608841,0.02558472736334371,0.3599279799006759,0.08437940822026568,0.16898323731425147,0.26490036081884527,-0.030892575611409342,-0.008574819777504204,-0.3482414100453075,-0.05550134457158063,-0.12075491983279252,-0.26260767872951607,0.0021774008270715388,-0.05320695246742117,-0.2670280966409989,-0.06392646985728953,-0.1212484396906276,-0.2434947396506913,-0.040899578335023314,0.03939909982824034,0.07085789931620148,0.051274264760679346,0.06945503172816513,0.07716661531952805,0.007157109028840461,-0.01107086979849797,0.030764247571762254,0.00908055194659301,0.02732057557768671,0.03184903281076006,-0.034494489850986194,0.04987242296233234,0.03596453777991997,0.07588815646851849,0.08329629918355692,0.056239766477546825,0.05102698380510797,0.06279519745217907,0.06295689637384248,0.07045001845158864,0.0764618381602514
feature_35,0.16728953857421916,0.13575251721222087,0.05864245781028626,0.04071579685514723,0.0479336314645079,0.009888038640710558,0.11144379833286903,0.08682165902109233,0.2389419928312149,0.21009057306702403,0.14046733397795036,0.11556498286180474,0.1875467283461914,0.15605872225320971,0.26664563385849804,0.2363156791193543,-0.6062667681209418,-0.5442448331675876,-0.6772246646975479,-0.629862598159105,-0.6490837871541905,-0.5267496359118811,-0.6569882212371945,-0.5933283464317366,-0.6875799826160389,-0.6230858439755433,0.7177034410555944,0.6540093879686796,0.9559821776466708,0.8650718819508958,0.7910423915744798,0.7231726743328633,0.8963971504490723,0.782812361348532,1.0,0.898033077731449,-0.6077792426403072,-0.551223636279969,0.6634192146188825,0.6122995510458203,-0.0672867186657447,0.10449278496839048,0.08634490960878417,0.018778871707450406,-0.018980105400967503,0.03210347756044283,0.08325050141062947,0.04153272097448006,0.014809791340770881,0.00022751531819938404,-0.019297875964156917,-0.04335471962948058,0.16743789327127567,0.10479828466206532,0.024791068034917967,0.024807344786456065,0.026491934845888843,0.029697795163834483,0.029022390959454174,0.01574156173907921,0.01610578056108697,-0.005290959203274004,-0.004375275434586511,-0.00869854620845407,-0.048977354399970606,-0.03960514644102784,0.021123980911703994,0.018836434645940654,0.16439271065893932,0.09497562516978024,0.13053270932717395,0.12475758532140407,0.568166765514732,0.21811855424914806,0.36691259506353124,0.5211132110603041,0.017045040898753572,0.10555463666958294,0.43616446913819745,0.16420429299519623,0.28695954544267177,0.3763546979660254,0.012079538982683432,0.0796032744752022,0.5147433912076742,0.1456917185770351,0.3148732057351318,0.4646076594949897,0.02582563849571868,0.04171549828873156,0.43989760194313043,0.10632286781784829,0.20360553231624323,0.3229497482539714,-0.012568729361233787,-0.019982232884495226,-0.445741421192914,-0.09189144617010563,-0.17645029089361733,-0.34440082332944444,0.01707422670147237,-0.05930145823189744,-0.33846169042009283,-0.08448336964027052,-0.16454197834176407,-0.31077647019514676,-0.022858702600063865,0.0361840793415117,0.05359436040873686,0.045102775124303406,0.05528548349220898,0.06293266862877542,0.021519317996419894,-0.005102865973000923,0.025741703776959463,0.0069188191013760895,0.01780670512393502,0.027609247634702506,-0.01603624795909372,0.1125311774852112,0.014071103955473546,0.1390573029732405,0.057828561020937204,0.12057961111950159,0.026044336890360353,0.1257951615400046,0.03620471479299536,0.13316567777805158,0.048913618598332965
feature_36,0.14911022547966782,0.17955875296925888,0.04086653282838471,0.036753088499835586,0.008621182069790078,-0.01648695711208118,0.09208611420797,0.0965714794364893,0.213618527839944,0.26759085461770843,0.12367466853521202,0.13742960871330642,0.17086328780417315,0.1951445036028559,0.2476597875624191,0.29755601933287057,-0.5296133806393314,-0.5788425426636781,-0.589053702535792,-0.6685902306320054,-0.5764795734016707,-0.5706875109113524,-0.581001128237969,-0.6364481310803337,-0.6018690048508607,-0.6647015820614567,0.6222183030139771,0.7054149667773209,0.840561927451186,0.9499195366021024,0.7051282211615345,0.7924710786700111,0.8071615224368023,0.8777684603656599,0.898033077731449,1.0,-0.5155249854742772,-0.5680785913322722,0.5551254512892674,0.6334920605511871,-0.049701512362904356,0.033009068962400884,-0.012133017897821154,0.01632311348218313,-0.022671225488260976,0.009726606295228715,0.030186981628638095,0.023566895312242802,0.022063391758927794,0.0030818632831942526,0.0020841907480568765,-0.04836967224826605,0.11835732617624535,0.14919604837341696,0.016245708947313767,0.025316440808133212,0.019414995828891588,0.024161116067036557,0.02685423549917202,0.01668967567260352,0.017202062412954147,-0.004453238691603457,-0.0038623545644866867,-0.011334825694800101,-0.05520585913891642,-0.04550667923627315,0.014166333239595383,0.01208179392774928,0.14417356337657486,0.14696187421937376,0.17948999658246015,0.13720040547917844,0.5706529283106543,0.22882693081534927,0.3776102940961883,0.5276639751108362,0.03270922908326862,0.11173171498257455,0.4175699127925454,0.16640668943923814,0.2838378062311907,0.3655931232690564,0.023259705874316666,0.0856874520374279,0.5293111478991566,0.15908107158977725,0.3339098216034934,0.48402698561237634,0.012479368363071184,0.041891155634235816,0.4310477602028905,0.11191066491437686,0.211409976765051,0.32575773102929284,-0.029369445410396343,-0.017386806273533173,-0.42813512061435116,-0.08037918508846562,-0.16204451404607723,-0.3267351600394498,0.0010042534262588048,-0.060204948138984915,-0.31540657229045754,-0.07545265919497386,-0.14775652675029097,-0.28639691170968895,-0.04203242681336564,0.04343353841811715,0.07880110975862831,0.05824116224442353,0.076891083981479,0.0916088221847032,0.006704863849588703,-0.005732239352645988,0.0393707556610374,0.015260399482064877,0.03329957673156997,0.045631926563590455,-0.03386537259916491,0.05487294214918533,0.041311418532415795,0.08759757848310282,0.0987363481604062,0.06231218135731139,0.05850303689158267,0.07060335475928758,0.07217314300188366,0.0801119208506708,0.0882421557146802
feature_37,0.048700854192845686,0.03132240743053621,0.4206037208196551,0.4005030050933675,0.2927774276129783,0.2864895102955585,0.23141610424820735,0.21088938156757595,0.09160114427686031,0.07297688270515756,0.17092314205240036,0.15639515960024195,0.13563518692139062,0.11823528343625819,0.10604802645165354,0.0863640504532317,0.7600151942844253,0.6725791543047159,0.6300804185806326,0.5609628633759541,0.7122723098060878,0.5760493468757676,0.6713403643648008,0.5889815753254541,0.6541044891091266,0.5718092927554901,-0.5057083096503279,-0.45640977045838516,-0.5841254270933873,-0.5215141749148111,-0.5204966702143679,-0.47223353595855133,-0.5616156994163755,-0.4672673095024672,-0.6077792426403072,-0.5155249854742772,1.0,0.9182717775382512,-0.5016075722224962,-0.4541084741776797,-0.02414463350005476,0.04577458282410057,0.029926649619405422,-0.01680198473495241,-0.01696864700145007,0.0371601453725188,0.046556462699829416,0.03308834470921943,0.0173921418960939,0.02061696539036246,0.002529728861570809,-0.03263446008862892,0.061871594288079965,0.022777697630837514,-0.007816121096358855,0.0038879034328618742,-0.0036344921907359488,-0.0028237082127457753,-0.0006067833236584312,0.01073258637237771,0.01054115028015017,0.017675050265694613,0.01729248278960811,0.0050101038144297816,0.001976026592318113,0.001294516326746158,-0.04376749678621076,-0.04037355469279357,0.07157970978796968,0.030289778656767734,0.052146918519910296,-0.0829102056509377,-0.44184911595365023,-0.155579726952067,-0.27813198468104683,-0.4031880528861656,-0.006811878727216078,-0.08583882239051953,-0.3834981082354377,-0.13984799991113187,-0.25279636339604145,-0.3297773781757191,-0.007876343394157591,-0.035107209876706014,-0.3599082543074438,-0.07200177034429865,-0.19819970457289218,-0.3136928625906975,-0.01673673203506131,-0.0460112416168077,-0.35876792013155107,-0.08624644544767096,-0.15887356855904694,-0.24745863209864075,-0.024057094459312343,0.03409145882810668,0.4165229485377428,0.10586390965017793,0.18408005085027127,0.33094510792914195,-0.012864527736831543,0.02739467421605629,0.34193417369074797,0.07154773678059904,0.16110259319743045,0.3116427908007873,-0.017903726499341487,0.004046860822470868,0.06537289231956547,0.012339417181742722,0.02849593954560751,0.05737539888959492,-0.013595766967959288,-0.008104884300461397,0.055637718497132414,0.0037800314466898367,0.0205540090649734,0.04372459977372043,-0.020168744816861386,0.04997883073165479,0.0009070516978011451,0.05750099663469849,0.012683451399325711,0.05375041935411328,0.004111546284024192,0.05385513907871443,0.006557132230376536,0.05580331262910448,0.009701886506465458
feature_38,0.03337729401196346,0.03235190864174566,0.4120120638435743,0.4607068802053013,0.31719236145573143,0.3565403984895951,0.229265002711045,0.2523296227410652,0.0710763013974312,0.0765930098517024,0.1678911233826549,0.18615159037164122,0.12732828494386642,0.1388234531073784,0.08816398573389277,0.09397894411074643,0.7018478151887414,0.7483155853752793,0.559254082115509,0.6123492537711058,0.6590934967361267,0.6472338411112553,0.6121955155244212,0.6506817395516923,0.5869482854300138,0.6276988670758347,-0.4507665965738949,-0.4924001772700937,-0.5270267808062513,-0.573082457219675,-0.4694487201043442,-0.5132599865666515,-0.5095254417938481,-0.5146931981616488,-0.551223636279969,-0.5680785913322722,0.9182717775382512,1.0,-0.43470847444164495,-0.4760003911839417,-0.016042566911785138,0.022159240836524364,0.002864040260839245,-0.01587659542229799,-0.0168054374975816,0.023467053972132675,0.024765251090426627,0.022017817903730346,0.01628526823300271,0.016336736296241508,0.005949256395804798,-0.030140227951106238,0.04123327735071007,0.02901512267064211,-0.00505983888517708,0.006848824660626586,-0.0016014850740859086,-0.000856694257148212,0.0017485392698423712,0.009215999562683526,0.009018911336001767,0.023540826717272652,0.02305943558268742,0.009748749543208044,0.008018390978020332,0.0075310000357786695,-0.045589547155939866,-0.04198807961969935,0.053993498300533724,0.03692298168534937,0.0554956031042561,-0.09211894084953323,-0.4520429768106814,-0.16592310963450918,-0.2894893889199119,-0.4149066052355514,-0.010722332202329076,-0.09259292112464088,-0.3845516117583715,-0.14674006900478775,-0.2591151250018346,-0.3333803175186315,-0.009097984586584874,-0.036954242910452836,-0.36929503384376444,-0.07434028238768639,-0.20150958354062065,-0.32049269145245973,-0.01576695056396859,-0.047715225552049496,-0.3644736559249039,-0.08725638877024051,-0.16041902447839995,-0.25068073808526276,-0.023563294011544247,0.03525899558602689,0.4236785953609551,0.10907274630541194,0.18957909239009246,0.33843566218141874,-0.011301616481443127,0.026814034174958132,0.3406650329914466,0.07250683985399503,0.16284393224246346,0.31326386545823715,-0.017353205844389503,0.0030823116699769744,0.061536425379632956,0.012289426567847235,0.028798696509061188,0.05590563368993791,-0.012388052693162394,-0.00989520047658176,0.04887203504893239,0.0024138089456364046,0.018867658228127405,0.0404154500660398,-0.019686243117599193,0.027655865965174675,0.005010710128507077,0.03613304300719051,0.019035431311433385,0.030925352457236065,0.00914708415113025,0.0319229584218365,0.012192110110296826,0.034051593735115085,0.01566309121300447
feature_39,0.0026957433358756923,7.908462310675539e-05,0.4623536108788181,0.4079012703453754,0.35212532594686635,0.25778678982325104,0.28060959974586724,0.2406421055651445,0.023722220304422864,0.022279702035517688,0.18376043828970545,0.1604766703793616,0.10514262882580994,0.0929280208338731,0.04036682247677074,0.03784220553709566,-0.5394023722576105,-0.46137428735753994,-0.5714352925875826,-0.5022500676375338,-0.5802167247622426,-0.4352787651060923,-0.5853403982012406,-0.498555743918625,-0.5970437462803839,-0.5098094519133525,0.7723457949793071,0.6825214844645731,0.6258700511663434,0.5434452015040457,0.7013502956106926,0.6182539284429679,0.6760588511134135,0.5586890156661306,0.6634192146188825,0.5551254512892674,-0.5016075722224962,-0.43470847444164495,1.0,0.9081670356054808,-0.013746479779525783,0.020951795382195944,0.013167562703729544,-0.003188023483227911,-0.01268145946809339,-0.007374557698353305,0.009996360498643095,0.0028399158766811445,0.0005728597242991158,-0.015207525032649447,-0.007714890666825496,-0.0092631706647817,0.02977964429633466,0.016314694764082288,0.011331915792110828,0.007583325231434577,0.0092074006944108,0.010119148110346745,0.008822879100644974,0.0090380310377912,0.009263361123223552,0.017482528797912084,0.017650602244927704,0.012973636432179471,-0.020134735195292464,-0.010418778756047235,0.006238992135795409,0.006014962712327254,0.015170605362231842,-3.9599331403906906e-05,0.012833329404565198,0.06846189640851855,0.4273368749096379,0.13982087452887298,0.25747057062010886,0.385603166198358,-0.006089330578891609,0.07214259845189246,0.37366627404965275,0.12571275144671537,0.2356249490447542,0.3178213149024897,-0.0010088350591312475,0.020109962515278152,0.3930206915797031,0.0676817882838552,0.2011394623003039,0.3370006469516047,0.0030611586608862693,0.01294188445989083,0.38301999623734867,0.06410254252607574,0.1501211110284494,0.26403727187421705,-0.007183529803096932,-0.038561181077038896,-0.35977410666661824,-0.09236778881963609,-0.15134838965005667,-0.2768299872289806,0.003202092579710409,-0.05091267624284775,-0.29935523126086955,-0.0766941313312135,-0.14618074491771552,-0.2765284354215634,-0.009011170827275915,-0.006906269607014236,0.019640594717408835,-0.00025594397977425377,0.007644387584030455,0.018603302002004697,0.002980501015311057,-0.01613210774001422,0.00861206557605383,-0.009388219894735775,-0.0019506068341250086,0.005867208082326817,-0.007183554906951814,0.019937636806624803,-0.0022744982387402028,0.025157066577669994,0.00805197039143553,0.02174687380362005,0.0008498462767478008,0.02277882316673815,0.0032827753480602338,0.023859541206525385,0.005733217686713169
feature_40,-0.0005460028027338282,0.006206983156942814,0.4202069303123611,0.44690474695066357,0.28701780079372513,0.25307980146739445,0.2584197014350115,0.2720344046186572,0.01979943390097388,0.03251243758644429,0.17179846701598528,0.18573355277467665,0.09971426119231289,0.11333427422585764,0.03777613309407898,0.05087188136721142,-0.4929094412643683,-0.5119379924144991,-0.5234804931105362,-0.5672755256172743,-0.535964025077016,-0.48844601083394124,-0.5377036844234682,-0.5587038582150198,-0.5473884118247008,-0.5744175264608377,0.7047514391807184,0.7622724833703803,0.5734337641077745,0.6192675419940022,0.647680147087785,0.6959888007770865,0.6255651740231034,0.6384852997992826,0.6122995510458203,0.6334920605511871,-0.4541084741776797,-0.4760003911839417,0.9081670356054808,1.0,-0.008550346648253082,0.0047759364504937705,-0.007831180631785804,-0.004462677290132856,-0.012315990165716538,-0.010376311697790507,3.820801311402982e-05,-8.459253571211117e-06,0.0026329892185940583,-0.012255647336014124,-1.602386326643744e-05,-0.010055264381392582,0.018196936786213334,0.02478617506253631,0.008094966570466622,0.006999520638450105,0.006815867340695755,0.008317525029642506,0.008220557832625992,0.016186444207613945,0.01659696266784918,0.017434864616369533,0.01753996531535747,0.015958955148499186,-0.025604698586024616,-0.015169171012903122,0.009766574785049081,0.009554563977334903,0.011829931116482596,0.010492859787778242,0.021909699326836268,0.08436014589560083,0.4528511947933253,0.1587841534603787,0.28152169172989283,0.4120255973439162,0.0019102433832257051,0.08781127788861269,0.38861371555757,0.1426521891086588,0.2551627650169824,0.3342584239569029,0.0051849082458588335,0.027584653556813034,0.4200698071587364,0.0807205634351713,0.22354157683754597,0.3638556845523743,0.002127284882692589,0.022119260125586,0.40430752795918756,0.07817436060261339,0.1693702908710171,0.28348462218075193,-0.006744127969418993,-0.039095569366679996,-0.3776143497108852,-0.09451467065177137,-0.15671138644182958,-0.29015532450520887,0.00041415362630482143,-0.049229660406545264,-0.308817356001978,-0.07474714910427414,-0.1474577519338298,-0.28521841778553614,-0.010156108110226976,-0.0025082464900840888,0.02612732733102051,0.006231007273380666,0.01639979274678138,0.02650683340950456,0.0013347979023022394,-0.010507435608309001,0.015040712720701345,-0.0011908522786845653,0.008021985075563617,0.014060064906370452,-0.00770745478948299,0.00560566619837449,0.00033580683629486036,0.012894024530809293,0.01537365301682412,0.0075674570377074375,0.005155729244459129,0.009247124982883687,0.008901012035024195,0.011155639000459254,0.012593997886329852
feature_41,-0.32353706261590487,-0.2331818173650949,-0.014276328878542337,-0.007631199390738057,-0.008508241790095801,-0.0027133721278411356,-0.07367400205175353,-0.04626565629110586,-0.3906384077170018,-0.28322640455563736,-0.13087016539958948,-0.09478444369767926,-0.22857803820680522,-0.15175752137106235,-0.33056063971275923,-0.2552575960274927,-0.05937692267001442,-0.04097283694081294,-0.10781712191912834,-0.07473199108993901,-0.07402299098181817,-0.05125844304961849,-0.08245001713571547,-0.056962972949374885,-0.08993105627865755,-0.06304351108055194,-0.04444431540666946,-0.03038573382722449,-0.09195945707985369,-0.05675621102390274,-0.0612479120191332,-0.0410660025572615,-0.07107742368280227,-0.047082314963026166,-0.0672867186657447,-0.049701512362904356,-0.02414463350005476,-0.016042566911785138,-0.013746479779525783,-0.008550346648253082,1.0,-0.6028817199864751,-0.3116925783277876,-0.04643399413721045,0.32796314504061536,-0.1763244947196424,-0.4722239600054939,-0.29647727498145565,-0.18061775188703993,0.003855105151559823,0.3126078453708125,0.05299648315001607,-0.5136288211781167,0.051142470409705404,-0.0018890276572490338,-0.002680705160801388,0.0032612848686061667,0.011213098146548233,0.014105145910318605,-0.029777396150507847,-0.03346655357068147,-0.02512372286555037,-0.027906182780913207,-0.061303851872973596,-0.02651926855328208,-0.02664679710955302,-0.0373997428455696,-0.03635097465821785,-0.35347348999613726,0.14475158518800652,-0.2497912651092118,0.00020543673520889157,0.0154308685953716,0.00030292545374756557,0.008753290532016355,0.013902380901230242,0.03445819451883451,-0.01522708783741428,0.007654709295030475,-0.00927581785789306,-0.001152961593133864,0.0042236054501244985,-0.01585931459395003,-0.1346836712101467,-0.17470597555379266,-0.14248279103889197,-0.15999603726576125,-0.16820834541049512,-0.1522462467799061,0.29996579889657665,0.04489073253870656,0.2421940542033472,0.1820649262303952,0.08529392393169193,0.2934265454275036,-0.14119159344097706,-0.1868909829574163,-0.15089259612556125,-0.16686612220566943,-0.18185075926440486,-0.15200533611873426,0.31983813915559656,0.023703809957382926,0.23171006283209805,0.1689242742806576,0.08146339169946992,0.287551664574686,-0.1596061147133466,-0.3909970749655482,-0.17861770860809842,-0.23897676127848486,-0.3661112194976931,-0.1606551522934315,0.3110257675767608,0.027373075862085428,0.2746707745282462,0.21653786605130365,0.09683061317429459,0.27701481757833857,-0.5516213873000301,0.07033569528843736,-0.5265999742345399,0.09258011680981303,-0.5414503082396912,0.08829930871573256,-0.5643753059418234,0.0911000472974809,-0.5445312086419168,0.09560601158502799
feature_42,0.4441520800542157,0.14788566907558806,0.029404120579022756,0.011216613009453993,0.026939678875870517,0.014082618420371427,0.12318790202521177,0.04457723276832637,0.5696624615130371,0.22881782038929138,0.20661452986850035,0.08510599081377707,0.3413607914905667,0.12650470887312126,0.48849958106388225,0.20605585974637436,0.10154047078877787,0.04504119939682898,0.18292506388501598,0.07221426521239568,0.11834910893953038,0.050347317828528027,0.13621004597794473,0.055990682735815284,0.1533717920722978,0.06130073906634343,0.06838303024577255,0.022955714716377907,0.1445076154618777,0.04012904376892269,0.09127648789154243,0.02915249499397334,0.10635804452837865,0.029899987922396894,0.10449278496839048,0.033009068962400884,0.04577458282410057,0.022159240836524364,0.020951795382195944,0.0047759364504937705,-0.6028817199864751,1.0,0.7511232793503341,0.050784438362983776,-0.2608588972641118,0.28933998558742474,0.6806441859862261,0.3591126786601867,0.13454097543383692,-0.023887361865860306,-0.22756463686242934,-0.06744023977974378,0.7689710357337397,-0.1842320298026455,0.08641526357486214,0.03964094311089597,0.08677092857017144,0.08268691769934072,0.05423681910638881,0.05594848873245994,0.057814092874512606,0.04657463526010231,0.05058158274584587,0.047166849854879,0.005284045946158453,0.005297755086491677,0.018872462123448886,0.017517124773725908,0.4944959068877384,-0.26837476041521924,0.16233762733007126,-0.00764109949327279,-0.027372332393301387,-0.004582755694161163,-0.016280062560220514,-0.02511018591867162,-0.070593676527843,0.002871003031406817,-0.01800286446082908,0.003734345069568476,-0.005778633799173055,-0.01329119078032038,-0.024973461155654523,0.1342420849496308,0.11848304350335162,0.13224560207834954,0.12424213047659222,0.11588947353346085,0.18118994950802056,-0.22143650736066486,-0.0732028560282463,-0.18705006836198293,-0.1544339652583895,-0.09664876578295135,-0.18531617309465329,0.14724044697300648,0.15104847750777856,0.14389864365853686,0.1467370224125691,0.14959975353916474,0.1882451198482478,-0.22955360769196526,-0.033653452910066724,-0.1701152270358429,-0.1334993245655314,-0.07805987710401129,-0.17075446758150237,0.15987025817574774,0.2994615059834564,0.1685246435996265,0.20397317865792947,0.2844526911301728,0.19484540294517053,-0.22271175424153883,-0.059500849287359575,-0.2096873363453733,-0.18093812706584297,-0.10688009930698973,-0.16392443414565494,0.8355060534584842,-0.2582404615561429,0.7915265443452604,-0.2512709846517203,0.8371806473680093,-0.2722099780908153,0.8400124156864609,-0.26784450785956027,0.8144728946215425,-0.26154506844706266
